period_end,ghi,cloud_opacity,air_temp
2024-01-01T01:00:00+00:00,0,83.4,26
2024-01-01T02:00:00+00:00,0,82.9,26
2024-01-01T03:00:00+00:00,0,74,26
2024-01-01T04:00:00+00:00,19,48.4,26
2024-01-01T05:00:00+00:00,78,58.7,26
2024-01-01T06:00:00+00:00,233,49.1,26
2024-01-01T07:00:00+00:00,433,34.6,26
2024-01-01T08:00:00+00:00,521,37.4,26
2024-01-01T09:00:00+00:00,572,40.2,26
2024-01-01T10:00:00+00:00,927,7.9,27
2024-01-01T11:00:00+00:00,755,23.6,27
2024-01-01T12:00:00+00:00,363,60,27
2024-01-01T13:00:00+00:00,144,81.1,27
2024-01-01T14:00:00+00:00,45,91.8,28
2024-01-01T15:00:00+00:00,30,90.6,28
2024-01-01T16:00:00+00:00,17,80.7,27
2024-01-01T17:00:00+00:00,0,93.8,27
2024-01-01T18:00:00+00:00,0,94.6,27
2024-01-01T19:00:00+00:00,0,91.9,27
2024-01-01T20:00:00+00:00,0,87.5,26
2024-01-01T21:00:00+00:00,0,78.2,26
2024-01-01T22:00:00+00:00,0,83.4,26
2024-01-01T23:00:00+00:00,0,86,26
2024-01-02T00:00:00+00:00,0,87.5,26
2024-01-02T01:00:00+00:00,0,87.8,26
2024-01-02T02:00:00+00:00,0,89.8,26
2024-01-02T03:00:00+00:00,0,77.4,26
2024-01-02T04:00:00+00:00,22,57.4,26
2024-01-02T05:00:00+00:00,140,36.1,26
2024-01-02T06:00:00+00:00,345,24,26
2024-01-02T07:00:00+00:00,625,7.2,26
2024-01-02T08:00:00+00:00,756,10.7,26
2024-01-02T09:00:00+00:00,794,18,27
2024-01-02T10:00:00+00:00,917,10.2,27
2024-01-02T11:00:00+00:00,962,3.9,27
2024-01-02T12:00:00+00:00,912,0.2,28
2024-01-02T13:00:00+00:00,760,0,28
2024-01-02T14:00:00+00:00,559,0,28
2024-01-02T15:00:00+00:00,326,1.4,28
2024-01-02T16:00:00+00:00,95,14.6,28
2024-01-02T17:00:00+00:00,1,36.8,28
2024-01-02T18:00:00+00:00,0,32.4,28
2024-01-02T19:00:00+00:00,0,51.5,28
2024-01-02T20:00:00+00:00,0,70.2,28
2024-01-02T21:00:00+00:00,0,51.3,27
2024-01-02T22:00:00+00:00,0,40.1,27
2024-01-02T23:00:00+00:00,0,44.5,26
2024-01-03T00:00:00+00:00,0,46.1,26
2024-01-03T01:00:00+00:00,0,92.3,26
2024-01-03T02:00:00+00:00,0,90.1,26
2024-01-03T03:00:00+00:00,0,77.3,26
2024-01-03T04:00:00+00:00,22,46.9,26
2024-01-03T05:00:00+00:00,187,11.5,26
2024-01-03T06:00:00+00:00,424,5.6,26
2024-01-03T07:00:00+00:00,643,3.6,26
2024-01-03T08:00:00+00:00,756,10.2,26
2024-01-03T09:00:00+00:00,815,15.6,27
2024-01-03T10:00:00+00:00,983,3.7,27
2024-01-03T11:00:00+00:00,999,0.2,28
2024-01-03T12:00:00+00:00,912,0,28
2024-01-03T13:00:00+00:00,757,0,28
2024-01-03T14:00:00+00:00,556,0,29
2024-01-03T15:00:00+00:00,326,0,29
2024-01-03T16:00:00+00:00,86,29.7,29
2024-01-03T17:00:00+00:00,0,55.1,28
2024-01-03T18:00:00+00:00,0,69.4,28
2024-01-03T19:00:00+00:00,0,72,28
2024-01-03T20:00:00+00:00,0,84.9,27
2024-01-03T21:00:00+00:00,0,93.5,26
2024-01-03T22:00:00+00:00,0,94.3,25
2024-01-03T23:00:00+00:00,0,95.2,25
2024-01-04T00:00:00+00:00,0,95.4,25
2024-01-04T01:00:00+00:00,0,94.7,24
2024-01-04T02:00:00+00:00,0,94.9,24
2024-01-04T03:00:00+00:00,0,92.4,24
2024-01-04T04:00:00+00:00,21,62,25
2024-01-04T05:00:00+00:00,137,35.4,25
2024-01-04T06:00:00+00:00,355,22,25
2024-01-04T07:00:00+00:00,554,16.8,25
2024-01-04T08:00:00+00:00,673,20.3,25
2024-01-04T09:00:00+00:00,759,21.3,26
2024-01-04T10:00:00+00:00,876,13.8,26
2024-01-04T11:00:00+00:00,960,4,27
2024-01-04T12:00:00+00:00,859,5.8,27
2024-01-04T13:00:00+00:00,754,0.4,28
2024-01-04T14:00:00+00:00,558,0,28
2024-01-04T15:00:00+00:00,326,1.4,28
2024-01-04T16:00:00+00:00,79,36.9,28
2024-01-04T17:00:00+00:00,0,80.1,26
2024-01-04T18:00:00+00:00,0,76.1,26
2024-01-04T19:00:00+00:00,0,90.9,25
2024-01-04T20:00:00+00:00,0,95.5,25
2024-01-04T21:00:00+00:00,0,92.1,25
2024-01-04T22:00:00+00:00,0,93.2,25
2024-01-04T23:00:00+00:00,0,94.3,25
2024-01-05T00:00:00+00:00,0,94.5,25
2024-01-05T01:00:00+00:00,0,90.1,25
2024-01-05T02:00:00+00:00,0,81.4,25
2024-01-05T03:00:00+00:00,0,73.6,25
2024-01-05T04:00:00+00:00,20,34.1,25
2024-01-05T05:00:00+00:00,111,46.7,25
2024-01-05T06:00:00+00:00,212,53,25
2024-01-05T07:00:00+00:00,558,16.3,25
2024-01-05T08:00:00+00:00,760,9.1,26
2024-01-05T09:00:00+00:00,787,18.2,26
2024-01-05T10:00:00+00:00,971,4.4,27
2024-01-05T11:00:00+00:00,968,3.1,28
2024-01-05T12:00:00+00:00,903,0.9,28
2024-01-05T13:00:00+00:00,762,0,28
2024-01-05T14:00:00+00:00,487,14.4,29
2024-01-05T15:00:00+00:00,299,9.5,28
2024-01-05T16:00:00+00:00,86,26,28
2024-01-05T17:00:00+00:00,1,51.4,28
2024-01-05T18:00:00+00:00,0,32.9,28
2024-01-05T19:00:00+00:00,0,33.3,27
2024-01-05T20:00:00+00:00,0,37.2,27
2024-01-05T21:00:00+00:00,0,52,27
2024-01-05T22:00:00+00:00,0,43.2,26
2024-01-05T23:00:00+00:00,0,45.3,26
2024-01-06T00:00:00+00:00,0,34.1,26
2024-01-06T01:00:00+00:00,0,48.2,25
2024-01-06T02:00:00+00:00,0,85.7,25
2024-01-06T03:00:00+00:00,0,91.7,25
2024-01-06T04:00:00+00:00,18,63.8,25
2024-01-06T05:00:00+00:00,110,46.9,25
2024-01-06T06:00:00+00:00,275,39.1,24
2024-01-06T07:00:00+00:00,522,21.5,25
2024-01-06T08:00:00+00:00,559,33.5,25
2024-01-06T09:00:00+00:00,497,48.3,26
2024-01-06T10:00:00+00:00,286,72,26
2024-01-06T11:00:00+00:00,419,58,26
2024-01-06T12:00:00+00:00,431,53.2,27
2024-01-06T13:00:00+00:00,308,59.5,27
2024-01-06T14:00:00+00:00,200,65.4,27
2024-01-06T15:00:00+00:00,116,65.1,27
2024-01-06T16:00:00+00:00,46,59.5,27
2024-01-06T17:00:00+00:00,0,68.9,27
2024-01-06T18:00:00+00:00,0,60.6,27
2024-01-06T19:00:00+00:00,0,72.7,27
2024-01-06T20:00:00+00:00,0,69.7,27
2024-01-06T21:00:00+00:00,0,73.8,27
2024-01-06T22:00:00+00:00,0,69.1,27
2024-01-06T23:00:00+00:00,0,71.5,27
2024-01-07T00:00:00+00:00,0,53.1,27
2024-01-07T01:00:00+00:00,0,74.3,26
2024-01-07T02:00:00+00:00,0,69.2,26
2024-01-07T03:00:00+00:00,0,67.1,25
2024-01-07T04:00:00+00:00,18,46.1,25
2024-01-07T05:00:00+00:00,105,47.7,25
2024-01-07T06:00:00+00:00,153,64.9,26
2024-01-07T07:00:00+00:00,165,74.9,26
2024-01-07T08:00:00+00:00,155,81.5,26
2024-01-07T09:00:00+00:00,167,82.6,26
2024-01-07T10:00:00+00:00,288,71.6,26
2024-01-07T11:00:00+00:00,612,38.4,26
2024-01-07T12:00:00+00:00,850,6.5,26
2024-01-07T13:00:00+00:00,374,52.7,26
2024-01-07T14:00:00+00:00,208,63.1,26
2024-01-07T15:00:00+00:00,72,77.2,26
2024-01-07T16:00:00+00:00,45,60.2,26
2024-01-07T17:00:00+00:00,0,91.8,26
2024-01-07T18:00:00+00:00,0,93.5,25
2024-01-07T19:00:00+00:00,0,84.6,25
2024-01-07T20:00:00+00:00,0,95.3,25
2024-01-07T21:00:00+00:00,0,94.9,25
2024-01-07T22:00:00+00:00,0,94.5,24
2024-01-07T23:00:00+00:00,0,90.5,24
2024-01-08T00:00:00+00:00,0,86.8,24
2024-01-08T01:00:00+00:00,0,85.7,24
2024-01-08T02:00:00+00:00,0,75.4,24
2024-01-08T03:00:00+00:00,0,67.5,24
2024-01-08T04:00:00+00:00,19,40.6,24
2024-01-08T05:00:00+00:00,183,13.9,24
2024-01-08T06:00:00+00:00,430,2.8,25
2024-01-08T07:00:00+00:00,569,13.4,25
2024-01-08T08:00:00+00:00,775,7.4,25
2024-01-08T09:00:00+00:00,936,2.1,26
2024-01-08T10:00:00+00:00,1001,1.1,26
2024-01-08T11:00:00+00:00,967,3,27
2024-01-08T12:00:00+00:00,789,13.5,27
2024-01-08T13:00:00+00:00,540,28.8,27
2024-01-08T14:00:00+00:00,374,31.9,27
2024-01-08T15:00:00+00:00,203,39.4,26
2024-01-08T16:00:00+00:00,50,57.5,26
2024-01-08T17:00:00+00:00,0,91.8,25
2024-01-08T18:00:00+00:00,0,92.7,25
2024-01-08T19:00:00+00:00,0,89.8,25
2024-01-08T20:00:00+00:00,0,81.5,25
2024-01-08T21:00:00+00:00,0,73.7,25
2024-01-08T22:00:00+00:00,0,64.7,25
2024-01-08T23:00:00+00:00,0,56.3,25
2024-01-09T00:00:00+00:00,0,44.3,25
2024-01-09T01:00:00+00:00,0,60.7,25
2024-01-09T02:00:00+00:00,0,72.1,25
2024-01-09T03:00:00+00:00,0,58.8,25
2024-01-09T04:00:00+00:00,22,28.5,25
2024-01-09T05:00:00+00:00,149,26.1,25
2024-01-09T06:00:00+00:00,297,31.6,25
2024-01-09T07:00:00+00:00,345,46.8,25
2024-01-09T08:00:00+00:00,581,30.5,26
2024-01-09T09:00:00+00:00,742,22.5,26
2024-01-09T10:00:00+00:00,912,9.6,26
2024-01-09T11:00:00+00:00,936,5.6,26
2024-01-09T12:00:00+00:00,901,0.7,26
2024-01-09T13:00:00+00:00,616,19.2,26
2024-01-09T14:00:00+00:00,445,20.4,26
2024-01-09T15:00:00+00:00,231,28.5,26
2024-01-09T16:00:00+00:00,97,11.7,26
2024-01-09T17:00:00+00:00,1,30.5,26
2024-01-09T18:00:00+00:00,0,37,26
2024-01-09T19:00:00+00:00,0,59,26
2024-01-09T20:00:00+00:00,0,54.2,26
2024-01-09T21:00:00+00:00,0,63.1,26
2024-01-09T22:00:00+00:00,0,80,25
2024-01-09T23:00:00+00:00,0,94.3,25
2024-01-10T00:00:00+00:00,0,94.7,24
2024-01-10T01:00:00+00:00,0,93.5,24
2024-01-10T02:00:00+00:00,0,90.4,24
2024-01-10T03:00:00+00:00,0,80.2,24
2024-01-10T04:00:00+00:00,14,60.7,24
2024-01-10T05:00:00+00:00,130,36.3,25
2024-01-10T06:00:00+00:00,369,15.6,25
2024-01-10T07:00:00+00:00,506,21.7,25
2024-01-10T08:00:00+00:00,695,16.2,25
2024-01-10T09:00:00+00:00,884,6.9,25
2024-01-10T10:00:00+00:00,1004,0.1,26
2024-01-10T11:00:00+00:00,991,0,26
2024-01-10T12:00:00+00:00,854,6.3,26
2024-01-10T13:00:00+00:00,569,26,26
2024-01-10T14:00:00+00:00,352,36.8,26
2024-01-10T15:00:00+00:00,143,59,26
2024-01-10T16:00:00+00:00,50,54.9,26
2024-01-10T17:00:00+00:00,0,83.4,26
2024-01-10T18:00:00+00:00,0,76.6,26
2024-01-10T19:00:00+00:00,0,83.7,26
2024-01-10T20:00:00+00:00,0,91.8,26
2024-01-10T21:00:00+00:00,0,78.8,26
2024-01-10T22:00:00+00:00,0,81.6,26
2024-01-10T23:00:00+00:00,0,77.8,25
2024-01-11T00:00:00+00:00,0,50.6,25
2024-01-11T01:00:00+00:00,0,44.6,25
2024-01-11T02:00:00+00:00,0,62.2,25
2024-01-11T03:00:00+00:00,0,86.3,25
2024-01-11T04:00:00+00:00,17,58.6,25
2024-01-11T05:00:00+00:00,189,6.8,25
2024-01-11T06:00:00+00:00,384,12,25
2024-01-11T07:00:00+00:00,567,12.2,25
2024-01-11T08:00:00+00:00,712,14.2,25
2024-01-11T09:00:00+00:00,947,0.3,26
2024-01-11T10:00:00+00:00,1006,0,26
2024-01-11T11:00:00+00:00,951,4.3,27
2024-01-11T12:00:00+00:00,707,21.5,27
2024-01-11T13:00:00+00:00,603,22.2,27
2024-01-11T14:00:00+00:00,336,39,27
2024-01-11T15:00:00+00:00,133,61.4,28
2024-01-11T16:00:00+00:00,41,60.2,28
2024-01-11T17:00:00+00:00,0,78.5,27
2024-01-11T18:00:00+00:00,0,65.4,27
2024-01-11T19:00:00+00:00,0,71.2,27
2024-01-11T20:00:00+00:00,0,81.5,26
2024-01-11T21:00:00+00:00,0,89.7,26
2024-01-11T22:00:00+00:00,0,94.2,26
2024-01-11T23:00:00+00:00,0,95.4,26
2024-01-12T00:00:00+00:00,0,96.2,25
2024-01-12T01:00:00+00:00,0,96.3,25
2024-01-12T02:00:00+00:00,0,95.8,25
2024-01-12T03:00:00+00:00,0,89.7,25
2024-01-12T04:00:00+00:00,14,56.7,25
2024-01-12T05:00:00+00:00,133,30,25
2024-01-12T06:00:00+00:00,285,32,26
2024-01-12T07:00:00+00:00,487,24.4,26
2024-01-12T08:00:00+00:00,659,19.9,26
2024-01-12T09:00:00+00:00,878,7.5,26
2024-01-12T10:00:00+00:00,951,5.4,26
2024-01-12T11:00:00+00:00,879,11.4,26
2024-01-12T12:00:00+00:00,711,22.3,27
2024-01-12T13:00:00+00:00,331,57.1,27
2024-01-12T14:00:00+00:00,152,72.9,26
2024-01-12T15:00:00+00:00,122,62,26
2024-01-12T16:00:00+00:00,54,54.6,26
2024-01-12T17:00:00+00:00,0,88.2,26
2024-01-12T18:00:00+00:00,0,83.7,26
2024-01-12T19:00:00+00:00,0,89.4,26
2024-01-12T20:00:00+00:00,0,57.5,26
2024-01-12T21:00:00+00:00,0,70.4,26
2024-01-12T22:00:00+00:00,0,73.7,25
2024-01-12T23:00:00+00:00,0,94.2,25
2024-01-13T00:00:00+00:00,0,96.3,25
2024-01-13T01:00:00+00:00,0,96,24
2024-01-13T02:00:00+00:00,0,95.1,24
2024-01-13T03:00:00+00:00,0,92.1,24
2024-01-13T04:00:00+00:00,12,71.6,24
2024-01-13T05:00:00+00:00,109,42.9,25
2024-01-13T06:00:00+00:00,244,43.6,25
2024-01-13T07:00:00+00:00,425,35.1,25
2024-01-13T08:00:00+00:00,719,13.4,25
2024-01-13T09:00:00+00:00,712,25.3,25
2024-01-13T10:00:00+00:00,861,15,25
2024-01-13T11:00:00+00:00,929,6.9,26
2024-01-13T12:00:00+00:00,912,0.2,26
2024-01-13T13:00:00+00:00,641,16.1,26
2024-01-13T14:00:00+00:00,420,25.6,26
2024-01-13T15:00:00+00:00,146,58.9,26
2024-01-13T16:00:00+00:00,26,75.2,26
2024-01-13T17:00:00+00:00,0,92.3,26
2024-01-13T18:00:00+00:00,0,94.1,26
2024-01-13T19:00:00+00:00,0,94.4,26
2024-01-13T20:00:00+00:00,0,91.5,25
2024-01-13T21:00:00+00:00,0,94.1,24
2024-01-13T22:00:00+00:00,0,94.4,24
2024-01-13T23:00:00+00:00,0,95.1,24
2024-01-14T00:00:00+00:00,0,95.7,24
2024-01-14T01:00:00+00:00,0,96.3,24
2024-01-14T02:00:00+00:00,0,96,24
2024-01-14T03:00:00+00:00,0,95.6,24
2024-01-14T04:00:00+00:00,11,78.5,24
2024-01-14T05:00:00+00:00,90,51,24
2024-01-14T06:00:00+00:00,142,67,24
2024-01-14T07:00:00+00:00,231,64.3,25
2024-01-14T08:00:00+00:00,319,61.5,25
2024-01-14T09:00:00+00:00,432,54.7,25
2024-01-14T10:00:00+00:00,526,48.1,25
2024-01-14T11:00:00+00:00,804,19.4,25
2024-01-14T12:00:00+00:00,908,0.8,26
2024-01-14T13:00:00+00:00,634,17.5,26
2024-01-14T14:00:00+00:00,447,21.3,26
2024-01-14T15:00:00+00:00,215,40.1,26
2024-01-14T16:00:00+00:00,44,60.3,26
2024-01-14T17:00:00+00:00,0,84.5,26
2024-01-14T18:00:00+00:00,0,80.6,26
2024-01-14T19:00:00+00:00,0,93.9,26
2024-01-14T20:00:00+00:00,0,94.4,26
2024-01-14T21:00:00+00:00,0,90.5,26
2024-01-14T22:00:00+00:00,0,94,25
2024-01-14T23:00:00+00:00,0,96.1,25
2024-01-15T00:00:00+00:00,0,96.1,25
2024-01-15T01:00:00+00:00,0,95.8,25
2024-01-15T02:00:00+00:00,0,94.2,25
2024-01-15T03:00:00+00:00,0,94.1,25
2024-01-15T04:00:00+00:00,11,72.1,25
2024-01-15T05:00:00+00:00,107,43.5,25
2024-01-15T06:00:00+00:00,209,51,25
2024-01-15T07:00:00+00:00,238,62.9,25
2024-01-15T08:00:00+00:00,450,46.7,25
2024-01-15T09:00:00+00:00,810,15.4,26
2024-01-15T10:00:00+00:00,912,10,26
2024-01-15T11:00:00+00:00,872,12.7,27
2024-01-15T12:00:00+00:00,887,2.9,27
2024-01-15T13:00:00+00:00,751,2.4,27
2024-01-15T14:00:00+00:00,556,2.6,27
2024-01-15T15:00:00+00:00,239,32.1,27
2024-01-15T16:00:00+00:00,72,43.5,27
2024-01-15T17:00:00+00:00,0,93,27
2024-01-15T18:00:00+00:00,0,95.3,27
2024-01-15T19:00:00+00:00,0,96.2,27
2024-01-15T20:00:00+00:00,0,96.1,26
2024-01-15T21:00:00+00:00,0,95.2,26
2024-01-15T22:00:00+00:00,0,94.3,25
2024-01-15T23:00:00+00:00,0,91.5,25
2024-01-16T00:00:00+00:00,0,85.8,25
2024-01-16T01:00:00+00:00,0,83.8,25
2024-01-16T02:00:00+00:00,0,66.3,25
2024-01-16T03:00:00+00:00,0,45.4,25
2024-01-16T04:00:00+00:00,11,58.3,25
2024-01-16T05:00:00+00:00,63,63.9,25
2024-01-16T06:00:00+00:00,89,78.3,24
2024-01-16T07:00:00+00:00,115,82.1,25
2024-01-16T08:00:00+00:00,160,80.7,25
2024-01-16T09:00:00+00:00,301,68.4,25
2024-01-16T10:00:00+00:00,322,68,25
2024-01-16T11:00:00+00:00,316,68.2,25
2024-01-16T12:00:00+00:00,315,65.6,25
2024-01-16T13:00:00+00:00,203,73.6,25
2024-01-16T14:00:00+00:00,174,69.3,25
2024-01-16T15:00:00+00:00,97,71.9,25
2024-01-16T16:00:00+00:00,37,68.3,25
2024-01-16T17:00:00+00:00,0,89.9,25
2024-01-16T18:00:00+00:00,0,91.9,26
2024-01-16T19:00:00+00:00,0,89.3,26
2024-01-16T20:00:00+00:00,0,87.7,26
2024-01-16T21:00:00+00:00,0,83.9,26
2024-01-16T22:00:00+00:00,0,74.9,25
2024-01-16T23:00:00+00:00,0,78,25
2024-01-17T00:00:00+00:00,0,77.6,25
2024-01-17T01:00:00+00:00,0,68.7,25
2024-01-17T02:00:00+00:00,0,69.8,26
2024-01-17T03:00:00+00:00,0,79.6,26
2024-01-17T04:00:00+00:00,14,54.4,26
2024-01-17T05:00:00+00:00,124,28.8,26
2024-01-17T06:00:00+00:00,260,38,26
2024-01-17T07:00:00+00:00,262,58.6,26
2024-01-17T08:00:00+00:00,343,58.1,26
2024-01-17T09:00:00+00:00,387,59,26
2024-01-17T10:00:00+00:00,247,75.3,27
2024-01-17T11:00:00+00:00,377,61.8,27
2024-01-17T12:00:00+00:00,345,62,27
2024-01-17T13:00:00+00:00,307,59.5,27
2024-01-17T14:00:00+00:00,95,84,26
2024-01-17T15:00:00+00:00,88,71.6,26
2024-01-17T16:00:00+00:00,50,54.4,26
2024-01-17T17:00:00+00:00,1,54.2,26
2024-01-17T18:00:00+00:00,0,57.4,26
2024-01-17T19:00:00+00:00,0,72.1,26
2024-01-17T20:00:00+00:00,0,86.4,26
2024-01-17T21:00:00+00:00,0,95.2,26
2024-01-17T22:00:00+00:00,0,96.3,26
2024-01-17T23:00:00+00:00,0,96.1,26
2024-01-18T00:00:00+00:00,0,96,25
2024-01-18T01:00:00+00:00,0,96,25
2024-01-18T02:00:00+00:00,0,94.8,24
2024-01-18T03:00:00+00:00,0,90.3,24
2024-01-18T04:00:00+00:00,11,56.8,25
2024-01-18T05:00:00+00:00,97,42.3,25
2024-01-18T06:00:00+00:00,243,39.9,25
2024-01-18T07:00:00+00:00,343,45.1,25
2024-01-18T08:00:00+00:00,429,46.9,26
2024-01-18T09:00:00+00:00,448,52.1,26
2024-01-18T10:00:00+00:00,355,64.3,26
2024-01-18T11:00:00+00:00,316,67.8,26
2024-01-18T12:00:00+00:00,484,46.4,27
2024-01-18T13:00:00+00:00,399,47.6,27
2024-01-18T14:00:00+00:00,316,43.1,26
2024-01-18T15:00:00+00:00,165,52.1,26
2024-01-18T16:00:00+00:00,59,44.4,27
2024-01-18T17:00:00+00:00,1,71,27
2024-01-18T18:00:00+00:00,0,89.5,27
2024-01-18T19:00:00+00:00,0,90.7,26
2024-01-18T20:00:00+00:00,0,86.8,26
2024-01-18T21:00:00+00:00,0,85,26
2024-01-18T22:00:00+00:00,0,78.1,25
2024-01-18T23:00:00+00:00,0,68.5,26
2024-01-19T00:00:00+00:00,0,75.9,25
2024-01-19T01:00:00+00:00,0,76.4,25
2024-01-19T02:00:00+00:00,0,91.5,25
2024-01-19T03:00:00+00:00,0,95.3,25
2024-01-19T04:00:00+00:00,7,77.4,25
2024-01-19T05:00:00+00:00,67,54.7,25
2024-01-19T06:00:00+00:00,141,63.3,25
2024-01-19T07:00:00+00:00,196,67.5,24
2024-01-19T08:00:00+00:00,175,78,24
2024-01-19T09:00:00+00:00,204,77.9,25
2024-01-19T10:00:00+00:00,245,75.1,25
2024-01-19T11:00:00+00:00,402,58.8,25
2024-01-19T12:00:00+00:00,494,44.9,26
2024-01-19T13:00:00+00:00,523,31.2,26
2024-01-19T14:00:00+00:00,350,36.7,26
2024-01-19T15:00:00+00:00,104,68.9,26
2024-01-19T16:00:00+00:00,66,36.2,26
2024-01-19T17:00:00+00:00,1,77.5,26
2024-01-19T18:00:00+00:00,0,90.7,26
2024-01-19T19:00:00+00:00,0,85.4,26
2024-01-19T20:00:00+00:00,0,76.5,25
2024-01-19T21:00:00+00:00,0,78.5,25
2024-01-19T22:00:00+00:00,0,78.7,25
2024-01-19T23:00:00+00:00,0,73.5,25
2024-01-20T00:00:00+00:00,0,76.8,25
2024-01-20T01:00:00+00:00,0,75.9,24
2024-01-20T02:00:00+00:00,0,75,24
2024-01-20T03:00:00+00:00,0,72.1,24
2024-01-20T04:00:00+00:00,8,52.1,25
2024-01-20T05:00:00+00:00,144,19.2,25
2024-01-20T06:00:00+00:00,280,32,25
2024-01-20T07:00:00+00:00,526,17.7,25
2024-01-20T08:00:00+00:00,494,39.6,25
2024-01-20T09:00:00+00:00,678,28.8,25
2024-01-20T10:00:00+00:00,796,21.4,25
2024-01-20T11:00:00+00:00,588,41.6,25
2024-01-20T12:00:00+00:00,347,62.3,25
2024-01-20T13:00:00+00:00,315,58.7,25
2024-01-20T14:00:00+00:00,392,29.7,25
2024-01-20T15:00:00+00:00,248,31.2,25
2024-01-20T16:00:00+00:00,53,51.5,25
2024-01-20T17:00:00+00:00,1,62,25
2024-01-20T18:00:00+00:00,0,42.4,25
2024-01-20T19:00:00+00:00,0,62.6,24
2024-01-20T20:00:00+00:00,0,62.9,24
2024-01-20T21:00:00+00:00,0,68.8,24
2024-01-20T22:00:00+00:00,0,67.4,24
2024-01-20T23:00:00+00:00,0,62.8,24
2024-01-21T00:00:00+00:00,0,58.8,23
2024-01-21T01:00:00+00:00,0,63.5,23
2024-01-21T02:00:00+00:00,0,66.4,23
2024-01-21T03:00:00+00:00,0,72.8,23
2024-01-21T04:00:00+00:00,6,66.7,23
2024-01-21T05:00:00+00:00,124,29.4,23
2024-01-21T06:00:00+00:00,315,26,23
2024-01-21T07:00:00+00:00,638,0.7,24
2024-01-21T08:00:00+00:00,779,5.5,24
2024-01-21T09:00:00+00:00,788,17.3,25
2024-01-21T10:00:00+00:00,866,14.7,25
2024-01-21T11:00:00+00:00,812,19.2,25
2024-01-21T12:00:00+00:00,793,13.7,25
2024-01-21T13:00:00+00:00,770,0,25
2024-01-21T14:00:00+00:00,570,0.4,25
2024-01-21T15:00:00+00:00,279,20.9,25
2024-01-21T16:00:00+00:00,86,26.9,25
2024-01-21T17:00:00+00:00,1,62.2,25
2024-01-21T18:00:00+00:00,0,63.6,25
2024-01-21T19:00:00+00:00,0,64.4,25
2024-01-21T20:00:00+00:00,0,64.5,24
2024-01-21T21:00:00+00:00,0,56.1,24
2024-01-21T22:00:00+00:00,0,70.8,24
2024-01-21T23:00:00+00:00,0,79.2,24
2024-01-22T00:00:00+00:00,0,69.4,24
2024-01-22T01:00:00+00:00,0,74.3,24
2024-01-22T02:00:00+00:00,0,83.4,24
2024-01-22T03:00:00+00:00,0,67.3,24
2024-01-22T04:00:00+00:00,8,64.3,24
2024-01-22T05:00:00+00:00,116,31.5,24
2024-01-22T06:00:00+00:00,236,44.7,24
2024-01-22T07:00:00+00:00,420,35.1,25
2024-01-22T08:00:00+00:00,783,5.2,25
2024-01-22T09:00:00+00:00,792,16.8,25
2024-01-22T10:00:00+00:00,880,13.4,26
2024-01-22T11:00:00+00:00,1006,0,26
2024-01-22T12:00:00+00:00,924,0,26
2024-01-22T13:00:00+00:00,750,3.5,26
2024-01-22T14:00:00+00:00,538,7.7,26
2024-01-22T15:00:00+00:00,200,45.6,26
2024-01-22T16:00:00+00:00,29,79,26
2024-01-22T17:00:00+00:00,0,91.8,26
2024-01-22T18:00:00+00:00,0,95.2,26
2024-01-22T19:00:00+00:00,0,79.2,26
2024-01-22T20:00:00+00:00,0,82.6,26
2024-01-22T21:00:00+00:00,0,77.6,26
2024-01-22T22:00:00+00:00,0,80,26
2024-01-22T23:00:00+00:00,0,86.5,26
2024-01-23T00:00:00+00:00,0,91.9,26
2024-01-23T01:00:00+00:00,0,88.2,25
2024-01-23T02:00:00+00:00,0,85.4,25
2024-01-23T03:00:00+00:00,0,68.4,25
2024-01-23T04:00:00+00:00,7,61.9,25
2024-01-23T05:00:00+00:00,132,29.7,25
2024-01-23T06:00:00+00:00,361,15.5,25
2024-01-23T07:00:00+00:00,498,21,25
2024-01-23T08:00:00+00:00,641,23.1,26
2024-01-23T09:00:00+00:00,895,6.9,26
2024-01-23T10:00:00+00:00,1026,0,27
2024-01-23T11:00:00+00:00,1020,0,28
2024-01-23T12:00:00+00:00,940,0,28
2024-01-23T13:00:00+00:00,793,0,28
2024-01-23T14:00:00+00:00,594,0,28
2024-01-23T15:00:00+00:00,361,0,28
2024-01-23T16:00:00+00:00,116,13.6,28
2024-01-23T17:00:00+00:00,2,22.8,27
2024-01-23T18:00:00+00:00,0,52.9,27
2024-01-23T19:00:00+00:00,0,50.5,26
2024-01-23T20:00:00+00:00,0,43.6,26
2024-01-23T21:00:00+00:00,0,48.3,25
2024-01-23T22:00:00+00:00,0,41.8,25
2024-01-23T23:00:00+00:00,0,50.9,25
2024-01-24T00:00:00+00:00,0,51.2,24
2024-01-24T01:00:00+00:00,0,45.2,24
2024-01-24T02:00:00+00:00,0,50.5,24
2024-01-24T03:00:00+00:00,0,45.2,24
2024-01-24T04:00:00+00:00,11,34.6,24
2024-01-24T05:00:00+00:00,146,18.5,24
2024-01-24T06:00:00+00:00,327,22.2,24
2024-01-24T07:00:00+00:00,608,5.6,24
2024-01-24T08:00:00+00:00,653,21.7,25
2024-01-24T09:00:00+00:00,828,14.3,25
2024-01-24T10:00:00+00:00,579,43.8,26
2024-01-24T11:00:00+00:00,793,22.2,27
2024-01-24T12:00:00+00:00,760,19.6,27
